Date,Open,High,Low,Close,Adj Close,Volume,Day
2013-11-22,164.910004,165.669998,164.720001,165.669998,138.860016,1405200,44
2013-11-25,165.929993,165.970001,165.259995,165.570007,138.776245,810000,45
2013-11-26,165.589996,166.009995,165.289993,165.490005,138.709229,773300,46
2013-11-27,165.699997,166.039993,165.509995,165.940002,139.086395,826300,47
2013-11-29,166.100006,166.509995,165.649994,165.699997,138.885208,614400,48
2013-12-02,165.949997,166.220001,165.149994,165.440002,138.667328,1409000,49
2013-12-03,164.889999,165.259995,164.160004,164.800003,138.130905,1076900,50
2013-12-04,164.100006,165.339996,163.389999,164.610001,137.971664,1374100,51
2013-12-05,164.399994,164.649994,163.800003,163.979996,137.443573,1168500,52
2013-12-06,165.550003,165.919998,165.059998,165.839996,139.002563,1208700,53
2013-12-09,166.25,166.429993,165.990005,166.220001,139.321091,1586300,54
2013-12-10,165.820007,166.169998,165.509995,165.649994,138.843307,1747700,55
2013-12-11,165.669998,165.699997,163.539993,163.770004,137.267532,1079100,56
2013-12-12,163.639999,163.850006,162.869995,163.229996,136.814957,3453800,57
2013-12-13,163.529999,163.679993,162.880005,163.179993,136.773026,2151000,58
2013-12-16,163.960007,164.720001,163.899994,164.220001,137.644699,1838100,59
2013-12-17,164.330002,164.360001,163.309998,163.639999,137.1586,1479800,60
2013-12-18,163.919998,166.509995,162.009995,166.490005,139.547363,3112400,61
2013-12-19,166.029999,166.470001,165.570007,166.339996,139.421646,1242900,62
2013-12-20,166.440002,167.649994,166.440002,167.179993,140.125748,1303500,63
2013-12-23,168.070007,168.949997,167.75,168.949997,141.609268,1480200,64
2013-12-24,167.229996,167.669998,167.220001,167.649994,141.283966,585700,65
2013-12-26,167.949997,168.529999,167.949997,168.429993,141.941315,968100,66
2013-12-27,168.720001,168.759995,168.270004,168.440002,141.949768,929700,67
2013-12-30,168.460007,168.559998,168.199997,168.369995,141.890778,1112800,68
2013-12-31,168.660004,169.229996,168.520004,169.149994,142.54805,774400,69
2014-01-02,168.529999,168.610001,167.199997,167.630005,141.267166,1731300,70
2014-01-03,167.880005,168.210007,167.330002,167.479996,141.140717,1710500,71
2014-01-06,168.110001,168.160004,166.820007,167.059998,140.786758,1339000,72
2014-01-07,167.729996,168.369995,167.630005,168.100006,141.663223,824700,73
2014-01-08,168.070007,168.399994,167.550003,168.169998,141.722168,3147500,74
2014-01-09,168.669998,168.679993,167.490005,168.270004,141.806442,1117200,75
2014-01-10,168.550003,168.75,167.660004,168.660004,142.135178,990200,76
2014-01-13,168.289993,168.740005,166.149994,166.520004,140.331696,1338500,77
2014-01-14,167.029999,168.360001,166.710007,168.25,141.789612,866000,78
2014-01-15,168.630005,169.429993,168.589996,169.199997,142.590256,943100,79
2014-01-16,168.820007,169,168.419998,168.940002,142.371109,778500,80
2014-01-17,168.699997,168.990005,167.970001,168.210007,141.755936,904300,81
2014-01-21,169.220001,169.279999,167.710007,168.740005,142.202545,1366400,82
2014-01-22,169.059998,169.080002,168.490005,168.839996,142.286835,751200,83
2014-01-23,168.009995,168.009995,166.589996,167.479996,141.140717,1294000,84
2014-01-24,166.369995,166.419998,163.869995,163.880005,138.106873,1828900,85
2014-01-27,164.070007,164.449997,162.289993,163.080002,137.432724,2882100,86
2014-01-28,163.240005,164.25,163.179993,164.089996,138.283875,1067400,87
2014-01-29,162.75,163.570007,162.070007,162.380005,136.842804,1346400,88
2014-01-30,163.889999,164.720001,163.330002,164.199997,138.376572,2086700,89
2014-01-31,162.149994,164.25,162.100006,163.179993,137.516983,1322100,90
2014-02-03,163.020004,163.410004,159.259995,159.610001,134.508423,2969400,91
2014-02-04,160.289993,161.080002,159.729996,160.690002,135.418579,1116700,92
2014-02-05,160.100006,160.820007,159.179993,160.419998,135.19101,1701400,93
2014-02-06,160.910004,162.589996,160.880005,162.570007,137.00293,1109600,94
2014-02-07,163.369995,164.779999,162.850006,164.669998,138.772644,1258200,95
2014-02-10,164.639999,164.960007,164.199997,164.929993,138.991776,937400,96
2014-02-11,165.119995,167.130005,164.970001,166.75,140.525528,1497400,97
2014-02-12,166.990005,167.5,166.479996,166.899994,140.651901,1855000,98
2014-02-13,165.699997,167.839996,165.699997,167.720001,141.342987,1336600,99
2014-02-14,167.559998,168.910004,167.369995,168.610001,142.093033,917200,100
2014-02-18,168.740005,169.039993,168.270004,168.860001,142.30368,1174300,101
2014-02-19,168.419998,169.479996,167.570007,167.699997,141.326157,1928100,102
2014-02-20,167.929993,169.070007,167.330002,168.649994,142.12674,1080000,103
2014-02-21,169.020004,169.410004,168.419998,168.570007,142.059296,706200,104
2014-02-24,168.869995,170.570007,168.779999,169.369995,142.733505,978600,105
2014-02-25,169.580002,170.029999,168.839996,169.309998,142.682922,1001000,106
2014-02-26,169.589996,170.039993,168.910004,169.309998,142.682922,709000,107
2014-02-27,169.149994,170.270004,168.970001,170.25,143.475098,1034200,108
2014-02-28,170.220001,171.470001,169.570007,170.630005,143.795319,853900,109
2014-03-03,169.190002,169.889999,168.380005,169.460007,142.809372,2235900,110
2014-03-04,171.169998,172.229996,171.130005,171.880005,144.848709,1281500,111
2014-03-05,172,172.309998,171.789993,171.910004,144.874039,983100,112
2014-03-06,172.539993,172.839996,172.190002,172.460007,145.33757,1037000,113
2014-03-07,173.080002,173.130005,171.789993,172.419998,145.303802,1205600,114
2014-03-10,172.240005,172.479996,171.470001,172.449997,145.329117,885300,115
2014-03-11,172.729996,172.919998,171.169998,171.5,144.528503,945700,116
2014-03-12,170.75,171.649994,170.360001,171.619995,144.629684,1065000,117
2014-03-13,172.139999,172.240005,169.210007,169.720001,143.028412,1659400,118
2014-03-14,169.350006,170.220001,169,169.229996,142.615524,1323500,119
2014-03-17,170.059998,171.139999,169.990005,170.75,143.896454,1695400,120
2014-03-18,171.070007,172.179993,170.929993,171.960007,144.916138,779700,121
2014-03-19,172.029999,172.229996,169.990005,171.020004,144.124039,1166300,122
2014-03-20,170.679993,172.160004,170.369995,171.990005,144.941452,818200,123
2014-03-21,172.809998,173.190002,171.240005,171.419998,144.46106,825200,124
2014-03-24,171.190002,171.389999,169.160004,169.919998,143.850723,2004900,125
2014-03-25,170.779999,171.25,169.779999,170.75,144.553406,1202100,126
2014-03-26,171.389999,171.639999,169.449997,169.490005,143.486694,1155600,127
2014-03-27,169.320007,169.779999,168.479996,169.149994,143.198822,980700,128
2014-03-28,169.630005,170.789993,169.5,169.899994,143.833801,548900,129
2014-03-31,171.039993,171.589996,170.869995,171.350006,145.06134,822000,130
2014-04-01,171.869995,172.589996,171.759995,172.5,146.034927,1247500,131
2014-04-02,172.720001,173.289993,172.399994,173.089996,146.534378,1972800,132
2014-04-03,173.330002,173.369995,172.320007,172.820007,146.305817,718300,133
2014-04-04,173.770004,173.820007,170.529999,170.740005,144.544952,2270800,134
2014-04-07,170.360001,170.649994,168.570007,168.899994,142.987183,1645000,135
2014-04-08,168.789993,169.880005,168.220001,169.600006,143.579849,2064000,136
2014-04-09,170.080002,171.460007,169.610001,171.429993,145.129013,768800,137
2014-04-10,171.419998,171.490005,167.619995,167.770004,142.030518,1286900,138
2014-04-11,166.919998,168.050003,166.110001,166.259995,140.752182,1762400,139
2014-04-14,167.580002,168,166.259995,167.600006,141.886642,1456600,140
2014-04-15,167.979996,168.869995,166.330002,168.759995,142.868637,2160100,141
2014-04-16,169.919998,170.550003,169.190002,170.539993,144.37558,2410000,142
2014-04-17,170.350006,171.240005,170.029999,170.740005,144.544952,925500,143
2014-04-21,170.850006,171.419998,170.660004,171.369995,145.078232,804400,144
2014-04-22,171.570007,172.619995,171.490005,172.119995,145.713226,1053300,145
2014-04-23,172.089996,172.160004,171.649994,171.710007,145.366074,724500,146
2014-04-24,172.630005,172.630005,171.300003,172.089996,145.687805,543900,147
2014-04-25,171.550003,171.630005,170.320007,170.710007,144.519501,1357900,148
2014-04-28,171.389999,171.960007,169.490005,171.229996,144.959686,647800,149
2014-04-29,171.789993,172.289993,171.429993,172.050003,145.653915,1065900,150
2014-04-30,171.75,172.710007,171.5,172.589996,146.111069,605300,151
2014-05-01,172.5,173.029999,172.029999,172.600006,146.119583,623900,152
2014-05-02,172.559998,173.259995,172.059998,172.320007,145.882538,754800,153
2014-05-05,171.490005,172.720001,171.020004,172.679993,146.187256,792600,154
2014-05-06,172.270004,172.380005,171.110001,171.179993,144.917404,567700,155
2014-05-07,171.729996,172.220001,170.440002,172.190002,145.772446,1160600,156
2014-05-08,171.960007,173.199997,171.429993,171.979996,145.594666,1390700,157
2014-05-09,171.979996,172.289993,171.199997,172.279999,145.848648,955400,158
2014-05-12,172.960007,173.979996,172.960007,173.910004,147.228546,780100,159
2014-05-13,174.089996,174.490005,173.889999,174.070007,147.364029,994800,160
2014-05-14,173.910004,173.970001,173,173.229996,146.652878,1335700,161
2014-05-15,172.899994,172.929993,170.869995,171.669998,145.33226,3191100,162
2014-05-16,171.800003,172.360001,171.100006,172.339996,145.899445,699600,163
2014-05-19,171.979996,173.100006,171.809998,172.929993,146.398926,926900,164
2014-05-20,172.860001,172.880005,171.410004,171.789993,145.433807,669400,165
2014-05-21,172.360001,173.369995,172.309998,173.279999,146.695236,991300,166
2014-05-22,173.350006,174.059998,173.059998,173.75,147.093109,859000,167
2014-05-23,173.910004,174.539993,173.820007,174.470001,147.702652,613900,168
2014-05-27,175.089996,175.550003,175,175.5,148.574615,890000,169
2014-05-28,175.520004,175.789993,175.089996,175.320007,148.422256,990900,170
2014-05-29,175.820007,176.320007,175.369995,176.320007,149.26886,541000,171
2014-05-30,176.160004,176.690002,175.979996,176.550003,149.463516,874700,172
2014-06-02,176.830002,176.850006,175.940002,176.789993,149.666656,1620200,173
2014-06-03,176.350006,176.789993,176.220001,176.679993,149.573608,1252900,174
2014-06-04,176.369995,177.149994,176.199997,177,149.844482,984900,175
2014-06-05,177.240005,178.380005,176.630005,178.199997,150.860397,853600,176
2014-06-06,178.619995,179.089996,178.520004,179.050003,151.57991,586800,177
2014-06-09,179.039993,179.690002,178.869995,179.229996,151.732346,461800,178
2014-06-10,179.029999,179.300003,178.660004,179.270004,151.766266,959900,179
2014-06-11,178.639999,178.820007,178.25,178.690002,151.275162,558100,180
2014-06-12,178.419998,178.520004,176.979996,177.360001,150.149231,891400,181
2014-06-13,177.729996,178.070007,177.169998,177.919998,150.623352,731200,182
2014-06-16,177.690002,178.410004,177.5,178.070007,150.750351,756700,183
2014-06-17,177.830002,178.679993,177.630005,178.539993,151.148178,2934400,184
2014-06-18,178.589996,179.970001,178.169998,179.869995,152.274155,501900,185
2014-06-19,180.039993,180.210007,179.509995,180.089996,152.460388,746900,186
2014-06-20,180.509995,180.570007,180.25,180.449997,152.765167,830300,187
2014-06-23,179.699997,179.729996,179.270004,179.559998,152.696289,737700,188
2014-06-24,179.289993,180.139999,178.309998,178.5,151.79483,391700,189
2014-06-25,178.139999,179.490005,178.130005,179.259995,152.441162,586000,190
2014-06-26,179.360001,179.380005,177.979996,179.169998,152.364655,676800,191
2014-06-27,178.789993,179.559998,178.690002,179.479996,152.628235,1032300,192
2014-06-30,179.429993,179.820007,179.279999,179.429993,152.585724,1261200,193
2014-07-01,179.880005,181.190002,179.830002,180.690002,153.657272,1199000,194
2014-07-02,180.669998,181.029999,180.570007,180.820007,153.767822,511500,195
2014-07-03,181.309998,181.779999,181.199997,181.729996,154.541672,327900,196
2014-07-07,181.380005,181.5,180.839996,181.139999,154.039917,1151800,197
2014-07-08,180.770004,180.820007,179.5,179.970001,153.044983,749400,198
2014-07-09,180.360001,180.880005,180,180.720001,153.68277,930300,199
2014-07-10,179.009995,180.470001,178.839996,180.029999,153.095978,614600,200
2014-07-11,179.940002,180.360001,179.509995,180.270004,153.300079,520400,201
2014-07-14,181.199997,181.410004,181.020004,181.160004,154.0569,493100,202
2014-07-15,181.25,181.630005,180.059998,180.850006,153.79332,1207000,203
2014-07-16,181.649994,181.759995,181.009995,181.539993,154.380066,539400,204
2014-07-17,180.960007,181.619995,179.190002,179.410004,152.56871,1103900,205
2014-07-18,180.020004,181.440002,179.940002,181.300003,154.175964,571500,206
2014-07-21,180.710007,181.080002,180.130005,180.910004,153.84433,866000,207
2014-07-22,181.580002,182.039993,181.419998,181.720001,154.533157,1509500,208
2014-07-23,182,182.320007,181.639999,182.149994,154.898804,750900,209
2014-07-24,182.360001,182.5,181.970001,182.149994,154.898804,535800,210
2014-07-25,181.649994,181.770004,180.940002,181.279999,154.158981,635700,211
2014-07-28,181.350006,181.600006,180.279999,181.360001,154.22699,485700,212
2014-07-29,181.699997,181.889999,180.570007,180.589996,153.572189,639000,213
2014-07-30,181.220001,181.440002,179.860001,180.589996,153.572189,1128500,214
2014-07-31,179.350006,179.5,176.960007,176.960007,150.485306,2430500,215
2014-08-01,176.520004,177.619995,175.649994,176.529999,150.119629,3398000,216
2014-08-04,176.809998,178.110001,176.070007,177.770004,151.174103,2212000,217
2014-08-05,177.039993,177.479996,175.399994,175.970001,149.643387,1251300,218
2014-08-06,175.199997,176.820007,175.179993,176.080002,149.736969,1185800,219
2014-08-07,176.899994,177.039993,174.699997,175.130005,148.929031,1527100,220
2014-08-08,175.490005,177.270004,175.100006,177.160004,150.655334,1209900,221
2014-08-11,177.869995,178.470001,177.610001,177.660004,151.080521,1191200,222
2014-08-12,177.470001,177.990005,176.899994,177.449997,150.901932,513900,223
2014-08-13,178.149994,178.830002,177.869995,178.699997,151.964935,781600,224
2014-08-14,178.919998,179.479996,178.770004,179.479996,152.628235,842000,225
2014-08-15,180.149994,180.300003,178.179993,179.429993,152.585724,1694300,226
2014-08-18,180.460007,181.029999,180.339996,180.919998,153.852783,1039100,227
2014-08-19,181.399994,182.029999,181.229996,181.880005,154.66922,583000,228
2014-08-20,181.660004,182.610001,181.649994,182.380005,155.094437,1507800,229
2014-08-21,182.580002,183.169998,182.419998,182.899994,155.536591,756600,230
2014-08-22,182.800003,183.089996,182.240005,182.610001,155.290009,656500,231
2014-08-25,183.539993,183.860001,183.270004,183.559998,156.097916,1097200,232
2014-08-26,183.720001,184.169998,183.649994,183.710007,156.225418,749500,233
2014-08-27,183.809998,183.899994,183.339996,183.679993,156.199921,602600,234
2014-08-28,183.020004,183.619995,182.850006,183.539993,156.080826,447700,235
2014-08-29,183.830002,184.059998,183.229996,183.990005,156.463547,617200,236
2014-09-02,184.300003,184.300003,183.270004,183.940002,156.421005,553800,237
2014-09-03,184.649994,184.679993,183.589996,183.860001,156.352982,627600,238
2014-09-04,184.119995,184.820007,183.100006,183.559998,156.097916,536700,239
2014-09-05,183.529999,184.470001,182.880005,184.440002,156.846252,502300,240
2014-09-08,184.240005,184.460007,183.399994,183.970001,156.446533,635900,241
2014-09-09,183.789993,183.880005,182.410004,182.779999,155.434555,515300,242
2014-09-10,182.889999,183.550003,182.270004,183.5,156.046829,849800,243
2014-09-11,182.75,183.699997,182.610001,183.669998,156.191376,525700,244
2014-09-12,183.490005,183.509995,182.080002,182.580002,155.264481,724000,245
2014-09-15,182.639999,182.740005,181.889999,182.460007,155.16246,1021700,246
2014-09-16,182.110001,184.119995,182,183.820007,156.319016,565100,247
2014-09-17,184.110001,184.919998,183.199997,184.080002,156.540054,975000,248
2014-09-18,184.649994,185.059998,184.429993,185.039993,157.35643,740000,249
2014-09-19,185.639999,185.839996,184.580002,184.860001,157.203354,964000,250
2014-09-22,183.699997,183.740005,182.229996,182.559998,155.986649,836700,251
2014-09-23,181.949997,182.699997,181.509995,181.529999,155.106583,752200,252
2014-09-24,181.619995,183.070007,181.119995,182.990005,156.35405,968500,253
2014-09-25,182.5,182.520004,179.990005,180.050003,153.841995,1603000,254
2014-09-26,180.360001,181.880005,180.130005,181.5,155.080933,916900,255
2014-09-29,179.929993,181.449997,179.770004,181.139999,154.773346,1482800,256
2014-09-30,181.300003,181.809998,180.289993,180.589996,154.303421,767700,257
2014-10-01,180.339996,180.419998,177.809998,178.220001,152.278381,2380200,258
2014-10-02,178.050003,178.830002,176.399994,178.210007,152.269852,1263800,259
2014-10-03,179.479996,180.550003,178.880005,180.199997,153.970169,1217400,260
2014-10-06,180.940002,181.179993,179.360001,179.979996,153.782211,1307000,261
2014-10-07,179.050003,179.449997,177.199997,177.220001,151.42392,930600,262
2014-10-08,177.330002,180.539993,176.380005,180.320007,154.072662,1897500,263
2014-10-09,180,180.220001,176.600006,176.679993,150.96254,1428600,264
2014-10-10,176.649994,177.550003,174.660004,174.699997,149.270752,2469900,265
2014-10-13,174.630005,175.25,171.729996,171.830002,146.818527,2109200,266
2014-10-14,172.729996,174.020004,171.5,172.110001,147.057724,2431300,267
2014-10-15,169.800003,171.300003,166.850006,170.830002,145.964127,5460300,268
2014-10-16,167.820007,171.949997,167.679993,170.720001,145.870071,4452600,269
2014-10-17,172.729996,173.979996,172.039993,172.830002,147.673004,2259400,270
2014-10-20,172.529999,174.600006,172.449997,174.529999,149.125488,1379400,271
2014-10-21,175.779999,178.039993,175.589996,177.919998,152.022095,2884200,272
2014-10-22,178.289993,178.720001,176.610001,176.710007,150.988174,2374200,273
2014-10-23,178.449997,179.850006,178.169998,178.740005,152.722717,1812400,274
2014-10-24,179.029999,180.169998,178.360001,180.080002,153.867661,1152600,275
2014-10-27,179.509995,180.130005,178.869995,179.850006,153.671097,1476000,276
2014-10-28,180.490005,181.940002,180.399994,181.919998,155.439819,1330000,277
2014-10-29,182.029999,182.580002,180.470001,181.710007,155.260391,1600700,278
2014-10-30,181.169998,183.330002,181.050003,182.860001,156.242981,1588900,279
2014-10-31,185.020004,185.050003,184.100006,184.929993,158.011673,1946100,280
2014-11-03,185.199997,185.619995,184.600006,185.039993,158.105682,2270000,281
2014-11-04,184.559998,184.850006,183.449997,184.380005,157.541733,1639400,282
2014-11-05,185.740005,185.779999,184.740005,185.589996,158.575607,1826500,283
2014-11-06,185.570007,186.380005,184.899994,186.339996,159.216476,1758600,284
2014-11-07,186.339996,186.679993,185.800003,186.5,159.35318,1396400,285
2014-11-10,186.479996,187.100006,186.270004,187.059998,159.831604,1876400,286
2014-11-11,187.139999,187.339996,186.779999,187.240005,159.985428,1031600,287
2014-11-12,186.490005,187.279999,186.460007,187.089996,159.857269,2742900,288
2014-11-13,187.240005,187.839996,186.380005,187.259995,160.002502,1163600,289
2014-11-14,187.190002,187.529999,186.850006,187.330002,160.062317,1464500,290
2014-11-17,186.929993,187.589996,186.759995,187.429993,160.147766,584600,291
2014-11-18,187.479996,188.820007,187.479996,188.509995,161.070587,1252600,292
2014-11-19,188.25,188.479996,187.369995,188.169998,160.780075,1880800,293
2014-11-20,187.289993,188.639999,187.289993,188.509995,161.070587,866800,294
2014-11-21,190.429993,190.479996,188.949997,189.570007,161.976334,1586200,295
2014-11-24,190.020004,190.210007,189.770004,190.059998,162.394974,1365900,296
2014-11-25,190.339996,190.559998,189.660004,190,162.343719,1736700,297
2014-11-26,190.100006,190.520004,189.880005,190.440002,162.71965,824400,298
2014-11-28,190.300003,190.630005,189.759995,190.029999,162.369293,430200,299
2014-12-01,189.289993,189.389999,188.360001,188.729996,161.258575,2083600,300
2014-12-02,188.710007,190.130005,188.710007,189.919998,162.27533,1446800,301
2014-12-03,190.100006,190.880005,189.970001,190.649994,162.899078,2240100,302
2014-12-04,190.350006,190.990005,189.570007,190.460007,162.736725,1573000,303
2014-12-05,190.649994,191.190002,190.350006,190.800003,163.027298,2215900,304
2014-12-08,190.350006,190.830002,188.850006,189.5,161.916489,1527800,305
2014-12-09,187.429993,189.470001,186.979996,189.350006,161.7883,1763100,306
2014-12-10,188.860001,188.860001,186.100006,186.380005,159.250641,1749800,307
2014-12-11,186.979996,189.070007,186.809998,187.25,159.994019,1972600,308
2014-12-12,186,186.899994,184.169998,184.210007,157.3965,2614400,309
2014-12-15,185.259995,185.720001,182.270004,182.929993,156.302826,2801400,310
2014-12-16,182.100006,185.539993,181.440002,181.520004,155.098038,3837500,311
2014-12-17,181.970001,185.550003,181.839996,185.179993,158.22525,5588600,312
2014-12-18,186.740005,188.580002,186,188.550003,161.104721,3820200,313
2014-12-19,189.289993,190.130005,188.589996,189.419998,161.848114,1800800,314
2014-12-22,189.570007,190.259995,189.339996,190.259995,162.565857,3005800,315
2014-12-23,190.940002,190.970001,190.300003,190.550003,162.813644,1926800,316
2014-12-24,190.809998,191.050003,190.5,190.529999,162.796555,952700,317
2014-12-26,191.059998,191.520004,190.990005,191.149994,163.326309,650300,318
2014-12-29,190.970001,191.630005,190.899994,191.419998,163.557007,878600,319
2014-12-30,190.949997,191.089996,190.300003,190.380005,162.668381,3224500,320
2014-12-31,190.75,190.910004,188.380005,188.399994,160.976578,1366000,321
2015-01-02,189.289993,189.720001,187.259995,188.399994,160.976578,1865000,322
2015-01-05,187.259995,187.410004,184.660004,185.089996,158.148438,2734700,323
2015-01-06,185.369995,185.880005,182.360001,183.270004,156.593277,2245300,324
2015-01-07,184.729996,185.910004,184.229996,185.559998,158.549988,2305600,325
2015-01-08,187.130005,189.050003,187.070007,188.820007,161.335495,1740600,326
2015-01-09,189.300003,189.339996,186.649994,187.229996,159.976898,2525200,327
2015-01-12,187.460007,187.600006,185.190002,185.839996,158.789185,1847500,328
2015-01-13,187.220001,188.410004,183.899994,185.350006,158.370529,2158500,329
2015-01-14,183.100006,184.399994,182.110001,184.259995,157.439194,5216300,330
2015-01-15,184.880005,185.25,182.399994,182.539993,155.969574,1940700,331
2015-01-16,182.309998,185.080002,182.089996,184.800003,157.900604,1472800,332
2015-01-20,185.619995,185.899994,183.580002,185.259995,158.293655,1637600,333
2015-01-21,184.770004,186.740005,184.300003,186.229996,159.122467,1586500,334
2015-01-22,187.089996,189.149994,185.600006,189.080002,161.557617,6074900,335
2015-01-23,188.720001,189.020004,187.789993,188.039993,160.669006,3109800,336
2015-01-26,187.789993,188.509995,186.929993,188.410004,160.985138,2018000,337
2015-01-27,186.139999,187.179993,185.020004,185.940002,158.874664,1979100,338
2015-01-28,187.270004,187.320007,183.350006,183.490005,156.781296,2530800,339
2015-01-29,183.740005,185.529999,182.210007,185.270004,158.302155,4338200,340
2015-01-30,183.960007,185.380005,182.630005,182.990005,156.35405,2302500,341
2015-02-02,183.5,185.259995,181.470001,185.089996,158.148438,3397800,342
2015-02-03,186.130005,187.860001,185.789993,187.789993,160.455338,1435000,343
2015-02-04,187.029999,188.350006,186.649994,187.149994,159.908493,1861200,344
2015-02-05,187.889999,189.190002,187.850006,189.050003,161.531982,1033800,345
2015-02-06,189.490005,190.050003,187.940002,188.520004,161.079147,1454700,346
2015-02-09,187.809998,188.589996,187.220001,187.660004,160.344269,2289300,347
2015-02-10,188.820007,189.929993,187.850006,189.660004,162.053192,1798000,348
2015-02-11,189.509995,190.229996,188.779999,189.789993,162.164261,1744400,349
2015-02-12,190.699997,191.649994,190.470001,191.550003,163.668106,2008500,350
2015-02-13,191.720001,192.440002,191.460007,192.389999,164.385818,1073100,351
2015-02-17,192.070007,192.880005,191.789993,192.699997,164.650665,1700400,352
2015-02-18,192.279999,192.779999,192,192.740005,164.684845,1863000,353
2015-02-19,192.089996,192.970001,191.889999,192.610001,164.573776,1017600,354
2015-02-20,192.130005,193.820007,191.449997,193.779999,165.573532,1374000,355
2015-02-23,193.490005,193.729996,193.029999,193.729996,165.530731,1497700,356
2015-02-24,193.690002,194.490005,193.429993,194.300003,166.017746,1244200,357
2015-02-25,194.139999,194.649994,193.710007,194.089996,165.838364,1983600,358
2015-02-26,193.990005,194.149994,193.210007,193.869995,165.650375,994200,359
2015-02-27,193.770004,194.050003,193.190002,193.199997,165.077881,966600,360
2015-03-02,193.309998,194.470001,193.300003,194.470001,166.16304,1016600,361
2015-03-03,193.960007,194.020004,192.690002,193.639999,165.453857,1388100,362
2015-03-04,193,193.050003,191.729996,192.830002,164.761765,1497500,363
2015-03-05,193.149994,193.330002,192.479996,193.039993,164.941193,1135800,364
2015-03-06,192,192.550003,189.940002,190.309998,162.608551,1815600,365
2015-03-09,190.520004,191.470001,190.419998,191.119995,163.300629,1132000,366
2015-03-10,189.570007,189.630005,187.970001,187.979996,160.617706,2390500,367
2015-03-11,188.259995,188.470001,187.470001,187.539993,160.24176,1857500,368
2015-03-12,188.210007,190,188.199997,189.960007,162.30954,2646900,369
2015-03-13,189.679993,189.789993,187.619995,188.800003,161.318405,1792200,370
2015-03-16,189.589996,191.380005,189.550003,191.380005,163.522812,1054700,371
2015-03-17,190.479996,191.130005,189.830002,190.729996,162.967422,1460900,372
